city,city_both,city_male,city_female,city_area,urban_both,urban_male,urban_female,urban_area,continent,date,code,country
Rafah,180354.0,,,,,,,,ASIA,1 VII 2019,ESDF,State of Palestine
Aleppo,4450000.0,2292000.0,2158000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Al-Hasakeh,1392000.0,701000.0,691000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Al-Raqqah,865000.0,456000.0,409000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Al-Sweida,349000.0,171000.0,178000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
DAMASCUS,1680000.0,857000.0,823000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Damasus rural,2529000.0,1302000.0,1227000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Deir El-Zor,1111000.0,563000.0,548000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Dra'a,930000.0,472000.0,458000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Hama,1508000.0,768000.0,740000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Homs,1667000.0,852000.0,815000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Idleb,1376000.0,704000.0,672000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Lattakia,951000.0,480000.0,471000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
Tartous,756000.0,383000.0,373000.0,,,,,,ASIA,1 VII 2008,ESDF,Syrian Arab Republic
DUSHANBE,823787.0,430622.0,393165.0,,,,,,ASIA,1 VII 2017,ESDF,Tajikistan
Khujand,176710.0,,,,,,,,ASIA,1 VII 2017,ESDF,Tajikistan
Amnat Charoen,,,,,281584.0,136093.0,145491.0,,ASIA,1 VII 2020,ESDJ,Thailand
Ang Thong,,,,,245680.0,119866.0,125814.0,,ASIA,1 VII 2020,ESDJ,Thailand
BANGKOK,,,,,8358243.0,4016197.0,4342046.0,,ASIA,1 VII 2020,ESDJ,Thailand
Buri Ram,,,,,1208648.0,582961.0,625687.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chachoengsao,,,,,797856.0,389841.0,408015.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chai Nat,,,,,289684.0,141335.0,148349.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chaiyaphum,,,,,930121.0,448620.0,481501.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chanthaburi,,,,,529318.0,258630.0,270688.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chiang Mai,,,,,1684922.0,810769.0,874153.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chiang Rai,,,,,1112047.0,535107.0,576940.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chon Buri,,,,,1720805.0,840803.0,880002.0,,ASIA,1 VII 2020,ESDJ,Thailand
Chumphon,,,,,451946.0,220112.0,231834.0,,ASIA,1 VII 2020,ESDJ,Thailand
Kalasin,,,,,791633.0,381824.0,409809.0,,ASIA,1 VII 2020,ESDJ,Thailand
Kamphaeng Phet,,,,,775861.0,373337.0,402524.0,,ASIA,1 VII 2020,ESDJ,Thailand
Kanchanaburi,,,,,810847.0,395019.0,415828.0,,ASIA,1 VII 2020,ESDJ,Thailand
Khon Kaen,,,,,1704479.0,822112.0,882367.0,,ASIA,1 VII 2020,ESDJ,Thailand
Krabi,,,,,398909.0,194281.0,204628.0,,ASIA,1 VII 2020,ESDJ,Thailand
Lampang,,,,,699528.0,336606.0,362922.0,,ASIA,1 VII 2020,ESDJ,Thailand
Lamphun,,,,,376364.0,181103.0,195261.0,,ASIA,1 VII 2020,ESDJ,Thailand
Loei,,,,,534431.0,257769.0,276662.0,,ASIA,1 VII 2020,ESDJ,Thailand
Lop Buri,,,,,759410.0,370512.0,388898.0,,ASIA,1 VII 2020,ESDJ,Thailand
Mae Hong Son,,,,,231806.0,111543.0,120263.0,,ASIA,1 VII 2020,ESDJ,Thailand
Maha Sarakham,,,,,779571.0,376006.0,403565.0,,ASIA,1 VII 2020,ESDJ,Thailand
Mukdahan,,,,,414946.0,200139.0,214807.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Nayok,,,,,251804.0,123034.0,128770.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Pathom,,,,,1042388.0,495579.0,546809.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Phanom,,,,,550631.0,265583.0,285048.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Ratchasima,,,,,2482559.0,1197399.0,1285160.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Sawan,,,,,914691.0,440141.0,474550.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nakhon Si Thammarat,,,,,1486938.0,724186.0,762752.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nan,,,,,440374.0,211904.0,228470.0,,ASIA,1 VII 2020,ESDJ,Thailand
Narathiwat,,,,,727710.0,354418.0,373292.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nong Bua Lam Phu,,,,,473835.0,228060.0,245775.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nong Khai,,,,,451357.0,216053.0,235304.0,,ASIA,1 VII 2020,ESDJ,Thailand
Nonthaburi,,,,,1612823.0,766779.0,846044.0,,ASIA,1 VII 2020,ESDJ,Thailand
Pathum Thani,,,,,1573555.0,748110.0,825445.0,,ASIA,1 VII 2020,ESDJ,Thailand
Pattani,,,,,639305.0,311362.0,327943.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phangnga,,,,,228597.0,111334.0,117263.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phatthalung,,,,,490824.0,239047.0,251777.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phayao,,,,,371042.0,178542.0,192500.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phetchabun,,,,,902025.0,434046.0,467979.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phetchaburi,,,,,478315.0,233020.0,245295.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phichit,,,,,508622.0,244744.0,263878.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phitsanulok,,,,,891386.0,428927.0,462459.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phra Nakhon Si Ayutthaya,,,,,877084.0,427925.0,449159.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phrae,,,,,376441.0,181140.0,195301.0,,ASIA,1 VII 2020,ESDJ,Thailand
Phuket,,,,,530841.0,258536.0,272305.0,,ASIA,1 VII 2020,ESDJ,Thailand
Prachin Buri,,,,,621911.0,301217.0,320694.0,,ASIA,1 VII 2020,ESDJ,Thailand
Prachuap Khiri Khan,,,,,453326.0,220846.0,232480.0,,ASIA,1 VII 2020,ESDJ,Thailand
Ranong,,,,,238202.0,116012.0,122190.0,,ASIA,1 VII 2020,ESDJ,Thailand
Ratchaburi,,,,,776705.0,378386.0,398319.0,,ASIA,1 VII 2020,ESDJ,Thailand
Rayong,,,,,938571.0,458595.0,479976.0,,ASIA,1 VII 2020,ESDJ,Thailand
Roi Et,,,,,1055456.0,509072.0,546384.0,,ASIA,1 VII 2020,ESDJ,Thailand
Sa Kaeo,,,,,627965.0,309485.0,318480.0,,ASIA,1 VII 2020,ESDJ,Thailand
Sakon Nakhon,,,,,916607.0,442102.0,474505.0,,ASIA,1 VII 2020,ESDJ,Thailand
Samut Prakan,,,,,2027090.0,1004953.0,1022137.0,,ASIA,1 VII 2020,ESDJ,Thailand
Samut Sakhon,,,,,780840.0,371232.0,409608.0,,ASIA,1 VII 2020,ESDJ,Thailand
Samut Songkhram,,,,,168137.0,81911.0,86226.0,,ASIA,1 VII 2020,ESDJ,Thailand
Saraburi,,,,,739196.0,360650.0,378546.0,,ASIA,1 VII 2020,ESDJ,Thailand
Satun,,,,,291197.0,141822.0,149375.0,,ASIA,1 VII 2020,ESDJ,Thailand
Si Sa Ket,,,,,954739.0,460494.0,494245.0,,ASIA,1 VII 2020,ESDJ,Thailand
Sing Buri,,,,,185790.0,90646.0,95144.0,,ASIA,1 VII 2020,ESDJ,Thailand
Songkhla,,,,,1599363.0,778940.0,820423.0,,ASIA,1 VII 2020,ESDJ,Thailand
Sukhothai,,,,,608822.0,292960.0,315862.0,,ASIA,1 VII 2020,ESDJ,Thailand
Suphan Buri,,,,,838993.0,408731.0,430262.0,,ASIA,1 VII 2020,ESDJ,Thailand
Surat Thani,,,,,1041037.0,507018.0,534019.0,,ASIA,1 VII 2020,ESDJ,Thailand
Surin,,,,,1055362.0,509027.0,546335.0,,ASIA,1 VII 2020,ESDJ,Thailand
Tak,,,,,509906.0,245362.0,264544.0,,ASIA,1 VII 2020,ESDJ,Thailand
Trang,,,,,615258.0,299650.0,315608.0,,ASIA,1 VII 2020,ESDJ,Thailand
Trat,,,,,260511.0,127288.0,133223.0,,ASIA,1 VII 2020,ESDJ,Thailand
Ubon Ratchathani,,,,,1730446.0,834358.0,896088.0,,ASIA,1 VII 2020,ESDJ,Thailand
Udon Thani,,,,,1252578.0,604631.0,647947.0,,ASIA,1 VII 2020,ESDJ,Thailand
Uthai Thani,,,,,275564.0,132599.0,142965.0,,ASIA,1 VII 2020,ESDJ,Thailand
Uttaradit,,,,,407774.0,196217.0,211557.0,,ASIA,1 VII 2020,ESDJ,Thailand
Yala,,,,,472438.0,230092.0,242346.0,,ASIA,1 VII 2020,ESDJ,Thailand
Yasothon,,,,,454763.0,219343.0,235420.0,,ASIA,1 VII 2020,ESDJ,Thailand
DILI,222323.0,114792.0,107531.0,,,,,,ASIA,11 VII 2015,CDFC,Timor
Adana,,,,,2237940.0,1117032.0,1120908.0,,ASIA,31 XII 2019,ESDJ,Turkey
Adıyaman,260822.0,130710.0,130112.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Afyonkarahisar,239710.0,118168.0,121542.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Ağrı,118928.0,60369.0,58559.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Aksaray,231302.0,114456.0,116846.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Amasya,117103.0,60713.0,56390.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
ANKARA,,,,,5639076.0,2793850.0,2845226.0,,ASIA,31 XII 2019,ESDJ,Turkey
Antalya,,,,,2511700.0,1265171.0,1246529.0,,ASIA,31 XII 2019,ESDJ,Turkey
Aydın,,,,,1110972.0,552626.0,558346.0,,ASIA,31 XII 2019,ESDJ,Turkey
Balıkesir,,,,,1228620.0,613474.0,615146.0,,ASIA,31 XII 2019,ESDJ,Turkey
Batman,434225.0,218211.0,216014.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Bingöl,123958.0,61766.0,62192.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Bolu,178038.0,89007.0,89031.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Bursa,,,,,3056120.0,1530956.0,1525164.0,,ASIA,31 XII 2019,ESDJ,Turkey
Çanakkale,137365.0,67006.0,70359.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Cizre,125799.0,63856.0,61943.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Çorum,267032.0,131788.0,135244.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Denizli,,,,,1037208.0,517716.0,519492.0,,ASIA,31 XII 2019,ESDJ,Turkey
Diyarbakir,,,,,1756353.0,886190.0,870163.0,,ASIA,31 XII 2019,ESDJ,Turkey
Düzce,181184.0,89734.0,91450.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Edirne,172802.0,86334.0,86468.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Elazığ,377906.0,187071.0,190835.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Ereğli,118764.0,58854.0,59910.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Erzincan,145600.0,73263.0,72337.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Erzurum,,,,,762062.0,379893.0,382169.0,,ASIA,31 XII 2019,ESDJ,Turkey
Eskişehir,,,,,887475.0,443635.0,443840.0,,ASIA,31 XII 2019,ESDJ,Turkey
Gaziantep,,,,,2069364.0,1044799.0,1024565.0,,ASIA,31 XII 2019,ESDJ,Turkey
Giresun,117944.0,57519.0,60425.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Hatay,,,,,1628894.0,817998.0,810896.0,,ASIA,31 XII 2019,ESDJ,Turkey
Isparta,243020.0,120265.0,122755.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
İstanbul,,,,,15519267.0,7790256.0,7729011.0,,ASIA,31 XII 2019,ESDJ,Turkey
İzmir,,,,,4367251.0,2174319.0,2192932.0,,ASIA,31 XII 2019,ESDJ,Turkey
Kahramanmaraş,,,,,1154102.0,586616.0,567486.0,,ASIA,31 XII 2019,ESDJ,Turkey
Karabük,121464.0,59286.0,62178.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Karaman,165858.0,82115.0,83743.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Kastamonu,124454.0,61945.0,62509.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Kayseri,,,,,1407409.0,705545.0,701864.0,,ASIA,31 XII 2019,ESDJ,Turkey
Kilis,103883.0,51660.0,52223.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Kırıkkale,190818.0,94327.0,96491.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Kırşehir,144364.0,71338.0,73026.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Kocaeli,,,,,1953035.0,988098.0,964937.0,,ASIA,31 XII 2019,ESDJ,Turkey
Konya,,,,,2232374.0,1108968.0,1123406.0,,ASIA,31 XII 2019,ESDJ,Turkey
Kütahya,252633.0,124007.0,128626.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Lüleburgaz,119460.0,60181.0,59279.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Malatya,,,,,800165.0,398249.0,401916.0,,ASIA,31 XII 2019,ESDJ,Turkey
Manisa,,,,,1440611.0,725238.0,715373.0,,ASIA,31 XII 2019,ESDJ,Turkey
Mardin,,,,,838778.0,420923.0,417855.0,,ASIA,31 XII 2019,ESDJ,Turkey
Mersin,,,,,1840425.0,919594.0,920831.0,,ASIA,31 XII 2019,ESDJ,Turkey
Muğla,,,,,983142.0,500602.0,482540.0,,ASIA,31 XII 2019,ESDJ,Turkey
Muş,111927.0,56617.0,55310.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Nevşehir,115461.0,56258.0,59203.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Niğde,158257.0,78717.0,79540.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Ordu,,,,,754198.0,376933.0,377265.0,,ASIA,31 XII 2019,ESDJ,Turkey
Osmaniye,237476.0,118799.0,118677.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Rize,114576.0,55407.0,59169.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Sakarya,,,,,1029650.0,516000.0,513650.0,,ASIA,31 XII 2019,ESDJ,Turkey
Samsun,,,,,1348542.0,669055.0,679487.0,,ASIA,31 XII 2019,ESDJ,Turkey
Şanlıurfa,,,,,2073614.0,1045964.0,1027650.0,,ASIA,31 XII 2019,ESDJ,Turkey
Siirt,155862.0,80615.0,75247.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Sivas,353178.0,175011.0,178167.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Tekirdağ,,,,,1055412.0,542646.0,512766.0,,ASIA,31 XII 2019,ESDJ,Turkey
Tokat,153840.0,75280.0,78560.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Trabzon,,,,,808974.0,400723.0,408251.0,,ASIA,31 XII 2019,ESDJ,Turkey
Uşak,228328.0,114912.0,113416.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Van,,,,,1136757.0,578044.0,558713.0,,ASIA,31 XII 2019,ESDJ,Turkey
Viransehir,129013.0,63964.0,65049.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
Yalova,105494.0,51177.0,54317.0,,,,,,ASIA,31 XII 2019,ESDJ,Turkey
ABU DHABI,527000.0,359000.0,168000.0,,,,,,ASIA,1 VII 2002,ESDF,United Arab Emirates
Ajman,205000.0,122000.0,83000.0,,,,,,ASIA,1 VII 2002,ESDF,United Arab Emirates
Al-Ayn,328000.0,215000.0,113000.0,,,,,,ASIA,1 VII 2002,ESDF,United Arab Emirates
Al-Sharjah,488000.0,317000.0,171000.0,,,,,,ASIA,1 VII 2002,ESDF,United Arab Emirates
Dubai,1089000.0,759000.0,330000.0,,,,,,ASIA,1 VII 2002,ESDF,United Arab Emirates
Almalyk,,,,,131111.0,63506.0,67605.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
Andizhan,441700.0,222235.0,219465.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Angren,,,,,188360.0,93769.0,94591.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
Bukhara,280187.0,139166.0,141021.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Chirchik,,,,,157220.0,77339.0,79881.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
Fergana,288850.0,142642.0,146208.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Jizzax,177447.0,88741.0,88706.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Karshi,274891.0,137448.0,137443.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Kokand,,,,,252730.0,123608.0,129122.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
Margilan,,,,,235024.0,117937.0,117087.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
Namangan,626120.0,322156.0,303964.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Navoi,144158.0,72724.0,71434.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Nukus,319583.0,157754.0,161829.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Samarkand,546303.0,264409.0,281894.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Shahrisabz,,,,,139113.0,70554.0,68559.0,,ASIA,1 I 2020,ESDJ,Uzbekistan
TASHKENT,2571668.0,1256515.0,1315153.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Termez,179572.0,88569.0,91003.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Urgentch,143750.0,72250.0,71500.0,,,,,,ASIA,1 I 2020,ESDJ,Uzbekistan
Can Tho,,,,,1240731.0,616141.0,624590.0,,ASIA,1 VII 2020,ESDJ,Viet Nam
Da Nang,,,,,1169480.0,578565.0,590915.0,,ASIA,1 VII 2020,ESDJ,Viet Nam
HA NOI,,,,,8246539.52692126,4083480.3126203,4163059.21430096,,ASIA,1 VII 2020,ESDJ,Viet Nam
Hai Phong,,,,,2053492.6337466,1015649.13650641,1037843.49724019,,ASIA,1 VII 2020,ESDJ,Viet Nam
Ho Chi Minh,,,,,9227597.93592935,4493839.49990205,4733758.4360273,,ASIA,1 VII 2020,ESDJ,Viet Nam
Adan,684322.0,,,,684322.0,,,,ASIA,1 VII 2009,ESDF,Yemen
SANA'A,1976286.0,,,,2022867.0,,,,ASIA,1 VII 2009,ESDF,Yemen
MARIEHAMN,11692.0,5599.5,6092.0,12.0,,,,,EUROPE,1 VII 2020,ESDJ,Åland Islands
Durrës,113249.0,56511.0,56738.0,,,,,,EUROPE,1 X 2011,CDJC,Albania
TIRANA,418495.0,203239.0,215256.0,,,,,,EUROPE,1 X 2011,CDJC,Albania
ANDORRA LA VELLA,,,,,22205.0,11056.0,11149.0,,EUROPE,1 VII 2011,ESDJ,Andorra
Graz,288806.0,142472.0,146334.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
Innsbruck,132110.0,64622.0,67488.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
Klagenfurt,100817.0,47764.0,53053.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
Linz,205726.0,99917.0,105809.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
Salzburg,154211.0,74006.0,80205.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
WIEN,1897491.0,925003.0,972488.0,,,,,,EUROPE,1 I 2019,ESDJ,Austria
Baranovichi,175100.0,79591.0,95509.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Bobruisk,212283.0,97971.0,114312.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Borisov,141061.0,65890.0,75171.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Brest,338979.0,153186.0,185793.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Gomel,510459.0,230596.0,279863.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Grodno,355942.0,162349.0,193593.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Lida,102748.0,47389.0,55359.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
MINSK,2018281.0,923295.0,1094986.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Mogilev,356821.0,163382.0,193439.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Mozir,105527.0,49743.0,55784.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Orsha,107930.0,49282.0,58648.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Pinsk,126189.0,58055.0,68134.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Soligorsk,101564.0,47200.0,54364.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Vitebsk,364674.0,162928.0,201746.0,,,,,,EUROPE,4 X 2019,CDJC,Belarus
Anderlecht,108940.0,53707.0,55233.0,18.0,,,,,EUROPE,1 I 2011,CDJC,Belgium
Antwerpen (Anvers),498473.0,247192.0,251281.0,205.0,718730.0,354576.0,364154.0,394.0,EUROPE,1 I 2011,CDJC,Belgium
Brugge,117260.0,56952.0,60308.0,138.0,117260.0,56952.0,60308.0,138.0,EUROPE,1 I 2011,CDJC,Belgium
BRUXELLES (BRUSSEL),174383.0,90317.0,84066.0,33.0,1550299.0,754208.0,796091.0,573.0,EUROPE,1 I 2011,CDJC,Belgium
Charleroi,204150.0,99221.0,104929.0,102.0,291806.0,141106.0,150700.0,199.0,EUROPE,1 I 2011,CDJC,Belgium
Gent (Gand),248358.0,122457.0,125901.0,156.0,280151.0,137980.0,142171.0,207.0,EUROPE,1 I 2011,CDJC,Belgium
Liège (Luik),195965.0,96509.0,99456.0,69.0,491767.0,238134.0,253633.0,367.0,EUROPE,1 I 2011,CDJC,Belgium
Namur,110175.0,53019.0,57156.0,176.0,110175.0,53019.0,57156.0,176.0,EUROPE,1 I 2011,CDJC,Belgium
Schaerbeek,127525.0,63020.0,64505.0,8.0,,,,,EUROPE,1 I 2011,CDJC,Belgium
Burgas,201779.0,95633.0,106146.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
Plovdiv,347851.0,164971.0,182880.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
Ruse,141231.0,68407.0,72824.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
SOFIA,1242568.0,594890.0,647678.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
Stara Zagora,134726.0,64316.0,70410.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
Varna,336216.0,162280.0,173936.0,,,,,,EUROPE,1 I 2020,ESDJ,Bulgaria
Osijek,108048.0,50357.0,57691.0,174.0,,,,,EUROPE,31 III 2011,CDJC,Croatia
Rijeka,128624.0,60951.0,67673.0,43.0,,,,,EUROPE,31 III 2011,CDJC,Croatia
Split,178102.0,84477.0,93625.0,79.0,,,,,EUROPE,31 III 2011,CDJC,Croatia
ZAGREB,790017.0,369339.0,420678.0,641.0,,,,,EUROPE,31 III 2011,CDJC,Croatia
Brno,381346.0,184925.0,196421.0,225.66,,,,,EUROPE,1 I 2020,ESDJ,Czechia
Liberec,104802.0,50830.0,53972.0,105.14,,,,,EUROPE,1 I 2020,ESDJ,Czechia
Olomouc,100663.0,47748.0,52915.0,100.88,,,,,EUROPE,1 I 2020,ESDJ,Czechia
Ostrava,287968.0,139824.0,148144.0,204.8,,,,,EUROPE,1 I 2020,ESDJ,Czechia
Plzen,174842.0,85453.0,89389.0,133.31,,,,,EUROPE,1 I 2020,ESDJ,Czechia
PRAHA,1324277.0,647286.0,676991.0,485.26,,,,,EUROPE,1 I 2020,ESDJ,Czechia
Ålborg,217316.0,109433.0,107883.0,1137.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
Århus,349433.0,171806.0,177627.0,468.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
Esbjerg,115650.0,57980.0,57670.0,795.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
Frederiksberg,104118.0,49446.0,54672.0,9.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
KOBENHAVN,633035.0,312306.0,320729.0,90.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
Odense,204718.0,101254.0,103464.0,306.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
Vejle,116468.0,58298.0,58170.0,1059.0,,,,,EUROPE,1 VII 2020,ESDJ,Denmark
TALLINN,437619.0,199052.0,238567.0,158.0,,,,,EUROPE,1 I 2020,ESDJ,Estonia
TÓRSHAVN,13637.0,6865.0,6772.0,6.0,20354.0,10308.0,10046.0,15.0,EUROPE,1 VII 2020,ESDJ,Faroe Islands
Espoo,286681.5,142589.5,144092.0,312.32,,,,,EUROPE,1 VII 2019,ESDJ,Finland
HELSINKI,650938.5,309167.5,341771.0,214.25,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Jyvaskyla,141852.5,69803.5,72049.0,1170.97,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Kuopio,118973.0,57922.0,61051.0,3241.01,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Lahti,119887.0,57968.5,61918.5,459.5,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Oulu,204528.0,102161.5,102366.5,2971.96,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Tampere,236689.5,114844.5,121845.0,524.95,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Turku,192146.5,91852.0,100294.5,245.66,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Vantaa,230970.5,114941.0,116029.5,238.37,,,,,EUROPE,1 VII 2019,ESDJ,Finland
Aix-en-Provence73,142668.0,67070.2104581575,75597.7895418526,,,,,,EUROPE,1 I 2015,CDJC,France
Amiens,132874.0,63048.5853757997,69825.4146242035,,162637.0,77405.0,85232.0,,EUROPE,1 I 2015,CDJC,France
Angers,151520.0,70013.1189390637,81506.8810609371,,225978.0,105860.0,120118.0,,EUROPE,1 I 2015,CDJC,France
Argenteuil73,110388.0,54148.706490072,56239.2935099209,,,,,,EUROPE,1 I 2015,CDJC,France
Besançon,116676.0,54726.2760107871,61949.7239892128,,135448.0,63794.0,71654.0,,EUROPE,1 I 2015,CDJC,France
Bordeaux,249712.0,117403.182790105,132308.817209863,,904359.0,431444.0,472915.0,,EUROPE,1 I 2015,CDJC,France
Boulogne-Billancourt73,117931.0,55414.8118365666,62516.1881634345,,,,,,EUROPE,1 I 2015,CDJC,France
Brest,139163.0,68320.3442265262,70842.6557734736,,200530.0,98235.0,102295.0,,EUROPE,1 I 2015,CDJC,France
